Q2,W,x,y,z_km,phperp_km,aff_m_k_i_mc,aff_m_k_f_mc,aff_xi_mc,aff_x_N_mc,aff_theta_k_i_mc,aff_k_iT_mc,aff_zeta_km_mc,aff_zN_km_mc,aff_theta_H_km_mc,aff_theta_delta_kT_km_mc,aff_delta_kT_km_mc
3.7815194,3.949157,0.20443954,0.4480433,0.1952152,0.30401617,0.20069273,0.0056,0.24389406,0.17357774,-0.85871327,0.236867,0.18970428,0.19061287,0.45088163,0.050522,0.5871272
3.759752,4.589636,0.15702172,0.5799867,0.24059,0.53420115,0.4716191,0.0056,0.20199326,0.13143767,-0.33984673,0.50042033,0.23486327,0.23678619,0.9914301,0.13763832,0.64493084
5.3360143,4.0804496,0.25282302,0.511233,0.22432503,0.45574805,0.5045885,0.0056,0.33931217,0.22553433,2.5247657,0.5232173,0.22793937,0.22880115,-1.2177885,2.833125,0.37492174
12.314214,3.633067,0.49990648,0.5966731,0.21945174,0.5360316,0.9276339,0.0056,0.7273918,0.4549116,-1.7001822,0.7146967,0.22129102,0.21479669,1.2785558,-1.6246005,0.49062642
8.5761595,3.2558758,0.4687314,0.4431873,0.21170686,0.37673423,0.27669215,0.0056,0.60419995,0.40960822,-0.81188196,0.34489027,0.20442872,0.20556192,1.5856727,0.955376,0.39631495
3.8636885,3.8403018,0.21790275,0.42949483,0.18195753,0.6528545,0.23662363,0.0056,0.2578496,0.18372148,-2.9941049,0.26084396,0.17466703,0.17529152,-0.98565966,-1.7199869,0.35257995
9.459886,4.4699044,0.3312334,0.69178367,0.19835924,0.6021406,0.39606676,0.0056,0.8054067,0.51141196,0.60472584,0.3501322,0.2075557,0.20704107,1.5503509,1.2347089,0.9145768
9.035965,2.9092274,0.5437059,0.4025585,0.17288023,0.28392732,0.9594609,0.0056,0.7564354,0.48482576,1.6956826,0.7028148,0.18575743,0.17690037,-0.32585573,1.23894,0.63263196
4.4824357,4.9883084,0.15735959,0.68998456,0.12800933,0.5652625,0.9560649,0.0056,0.3403318,0.20228355,1.5787022,0.8845807,0.12665863,0.124133326,-2.4848826,2.0278661,0.71912324
7.391756,3.5489385,0.38687396,0.46280348,0.21502718,0.71711195,0.8844172,0.0056,0.5068775,0.32228616,-2.6140254,0.7670368,0.2188849,0.212717,-1.1403476,-2.103895,0.9296187
4.905207,3.8796785,0.25713,0.46208632,0.15202019,0.49947992,1.0974438,0.0099,0.34995788,0.21962707,2.764426,0.7042094,0.18184364,0.15514782,0.40414494,2.1240764,0.5014787
7.6191006,4.068704,0.3270969,0.56421655,0.22422756,0.72731054,1.0131711,0.0056,0.4490415,0.27300933,2.5571558,0.89149034,0.2233237,0.21618506,-0.9152984,2.9539087,0.43544134
4.303104,5.1395354,0.14421761,0.72273993,0.15510419,0.817369,0.7037297,0.0056,0.25064147,0.15572956,2.9682293,0.65834904,0.16495772,0.1628315,-2.812094,-3.0241578,1.5074346
5.0446362,4.6751122,0.1938682,0.630292,0.09805376,0.5368541,0.2579911,0.0056,0.25424173,0.17448445,-2.5536473,0.11591886,0.09066434,0.092250384,-3.047406,-2.9336805,0.48412275
4.474023,4.4695616,0.18981332,0.5709394,0.30806598,0.67805696,0.6616382,0.0056,0.29000437,0.18464346,-1.5300728,0.650485,0.31817627,0.31716782,0.2504132,-0.8018948,0.73251086
9.901882,4.1036735,0.38287878,0.62643355,0.09346919,0.55363953,0.14461014,0.0056,0.49938768,0.3301703,-1.3383791,0.31251863,0.09024535,0.091040924,1.2259476,0.13566963,0.19233297
3.4777377,4.055949,0.18257655,0.4613923,0.3125242,0.47848758,0.86251044,0.0056,0.2561775,0.16051482,-0.5267998,0.6587944,0.3503742,0.31887534,-0.576374,-0.5382314,0.8560958
6.7241764,4.990125,0.21870676,0.7447241,0.089210674,0.5557567,0.65376914,0.0056,0.27202147,0.1709064,2.9022593,0.6098471,0.14993067,0.14846112,-1.1042192,-2.037107,0.57771915
8.156265,4.3700695,0.30926085,0.63882947,0.19916354,0.9348776,0.5240621,0.0099,0.5433653,0.35405558,-1.813405,0.40532768,0.19341938,0.19120973,-0.0027167364,-0.5619711,0.7420928
9.410165,4.103783,0.37090462,0.61454475,0.109552555,0.39387098,0.3076307,0.0056,0.449332,0.3020268,2.4170158,0.13514741,0.15912941,0.16144142,-0.6344984,-0.54154915,0.13098474
7.5287724,4.814003,0.25244817,0.7223879,0.111776516,0.45219952,0.31882435,0.0056,0.3678538,0.24665788,-2.8983397,0.06525122,0.11506795,0.116790704,0.21691054,0.21206681,0.35482416
4.853195,4.497733,0.200525,0.5862431,0.2201918,0.52616215,0.22992013,0.0056,0.3925194,0.26621997,-0.9975409,0.20991917,0.21112858,0.21424451,1.7320317,1.4774132,0.33375305
10.86261,3.8423634,0.43896407,0.5994097,0.123610765,0.4541498,0.60705334,0.0056,0.84449637,0.5382517,1.9076092,0.25693205,0.12153722,0.118853204,2.3455343,2.159652,0.5895393
4.8128734,4.696045,0.18521483,0.62942964,0.083131485,0.55106556,0.26844367,0.0056,0.21904321,0.14681445,-0.9184601,0.351389,0.075417094,0.07639552,-1.3980315,-1.15306,0.6685003
5.301418,3.487914,0.3196204,0.4017687,0.21687998,0.5810709,0.42793736,0.0056,0.41346103,0.2844251,-0.47124904,0.46140012,0.20729098,0.20851819,-1.0229838,-0.70549816,0.7747161
4.202131,5.141305,0.14122534,0.7207348,0.26029468,0.6545034,2.7741957,0.0056,0.441516,0.118769445,2.3198156,1.4113845,0.69556683,0.2544253,1.7518792,2.08976,2.2901998
3.908468,4.509183,0.1673085,0.5658575,0.10994088,0.52097017,0.6823529,0.0056,0.33172777,0.2116203,-1.420176,0.6611128,0.10253622,0.101993084,-3.1114872,-2.2952063,0.9007884
5.963433,3.4259062,0.35454604,0.4074199,0.19854249,0.37889925,1.5270029,0.0056,0.53626615,0.30385923,-2.7320225,1.0483987,0.5064847,0.4116761,-1.1443557,-1.9750683,1.4195995
4.535958,3.5176692,0.28297386,0.3882766,0.34274322,0.28100938,0.998716,0.0099,0.37981388,0.2301105,-0.68749774,0.8553411,0.35426033,0.33343333,-0.47109476,-0.60828364,1.3429247
8.083709,4.7368264,0.27272162,0.71797544,0.14936398,0.94881123,1.012536,0.0056,0.50504625,0.31120422,0.018053295,0.8221587,0.16629703,0.15997656,-0.9586984,-0.46759224,1.4446716
7.6835995,4.7120275,0.26489282,0.702608,0.200991,0.70125467,1.5546199,0.0056,0.38291368,0.20526502,-2.5455012,1.1488992,0.23006332,0.19659956,0.9401854,-2.8047922,0.6830309
9.370703,4.280803,0.34944937,0.6495408,0.19365607,0.5483919,0.18643586,0.0056,0.6347221,0.4130403,-2.2434835,0.307242,0.19463861,0.19569652,-0.48374397,-1.2475318,0.4363028
8.272733,4.347348,0.3146505,0.63685286,0.0962118,0.5926871,1.2195451,0.0099,0.38192672,0.24589634,-2.0959737,0.5324697,0.10706245,0.088372774,1.7790314,2.4353948,0.58409774
7.72174,4.5596185,0.27945417,0.66930354,0.2323555,0.9696722,0.8554382,0.0056,0.3887705,0.24164847,0.41226417,0.74456626,0.2317522,0.22612648,-1.2766494,-0.36094934,0.93239385
9.499214,4.1667113,0.3656308,0.6293082,0.20906572,0.60622156,1.095561,0.0056,0.7119143,0.43687278,1.1428211,0.8399824,0.20918323,0.2007487,-0.8073984,0.5332491,0.8013717
8.962959,4.3140783,0.33576837,0.6465918,0.15321364,0.74832135,0.91378057,0.0056,0.61677504,0.38429946,-2.7892482,0.7563644,0.14993066,0.14633986,-2.2571964,-2.5458097,1.3481177
4.946647,4.5375934,0.20062613,0.5972305,0.13652772,0.43600544,0.74289894,0.0099,0.2533507,0.15936728,1.4391522,0.6338659,0.13058104,0.12610342,1.2563062,1.3440076,1.3158624
5.4428554,3.6064332,0.30980128,0.42556128,0.34919596,0.63221276,0.33710134,0.0099,0.50445247,0.3496399,1.2439942,0.25385627,0.3363652,0.3337765,0.4382041,0.7133795,0.67396307
13.986152,3.6877334,0.5237244,0.6468655,0.15284142,0.31249115,0.7023187,0.0056,0.744392,0.46896154,-0.364006,0.56089246,0.14954285,0.1475034,-0.14786503,-0.30325255,0.7772539
7.7145877,4.0311046,0.3341958,0.5591525,0.11402658,0.70164573,0.69758445,0.0056,0.43324646,0.2815332,2.1639478,0.5911046,0.11051753,0.10833642,-2.6172028,2.9977627,0.95177126
3.3883467,4.8084607,0.13220604,0.6208048,0.13157445,0.5956126,0.66808647,0.0056,0.184401,0.11136356,2.292922,0.6666133,0.1306234,0.13054433,-0.822225,2.2629964,0.31286082
3.6108584,4.4457145,0.16051911,0.5448817,0.25036877,0.6928805,0.6638355,0.0056,0.37117854,0.240049,-1.5882313,0.63924533,0.25234327,0.2509185,1.9076815,3.0307286,0.2460419
4.389042,4.197978,0.20769936,0.5118623,0.22925486,0.5756686,0.2271875,0.0056,0.44354042,0.30954525,0.9965667,0.22081496,0.25359008,0.25796676,-0.09336348,0.4203689,0.3983738
5.2990046,4.186998,0.24141689,0.5316737,0.13807562,0.4916681,0.81201947,0.0056,0.32620257,0.22165115,-0.274766,0.36959806,0.1519576,0.1359089,-1.2426594,-0.65372425,0.5480622
7.7512355,4.7228107,0.26567322,0.7067107,0.19954559,1.0445246,0.22770222,0.0056,0.5223698,0.33923388,-1.9558401,0.3425293,0.18917014,0.19039212,1.9500521,2.2891138,0.71268606
9.414593,2.7133203,0.59224886,0.38504884,0.31065047,0.2739312,0.10020816,0.0056,0.79131705,0.53212607,-2.6307786,0.18735078,0.29599494,0.29749665,-0.2410843,-0.8417652,0.22640581
3.80077,4.609357,0.15727375,0.58537453,0.42723683,0.54187256,0.541445,0.0056,0.1904777,0.127228,-2.996476,0.3854855,0.44133958,0.42166466,0.18378729,0.2421185,0.2556384
3.4460757,5.3021574,0.112328336,0.74311155,0.10476595,0.7621054,0.22285844,0.0056,0.19236459,0.12883802,1.5128195,0.31589863,0.11289335,0.11444052,2.9678059,2.6056685,0.8857071
6.9238048,3.479095,0.3815283,0.43957865,0.18140098,0.42966318,0.5376161,0.0056,0.49287185,0.33080104,0.76288533,0.5218061,0.17374262,0.17328697,-0.49785107,0.4110375,0.6299577
8.388604,4.368698,0.3154349,0.644167,0.2201712,1.0078719,0.9228926,0.0056,0.45315915,0.27907735,-1.9038447,0.82242525,0.2187289,0.21404846,-0.6334625,-1.2599107,1.339981
4.088586,4.360334,0.18399863,0.5382414,0.15219745,0.6750034,0.13756211,0.0056,0.24211544,0.16956833,-2.390489,0.2279688,0.14326999,0.14605014,1.0493305,1.1448734,0.7021468
6.787605,4.951521,0.2230944,0.7369642,0.19377209,0.45696664,0.8731424,0.0056,0.33077642,0.19988714,3.0037527,0.8185974,0.19926666,0.19646373,-0.57915974,-2.299759,0.35361037
5.8647723,3.0269256,0.41456833,0.34266803,0.415071,0.8402431,0.45097002,0.0056,0.6458975,0.44358078,-2.6448278,0.4196494,0.3982561,0.39662212,-1.0270826,-1.7484815,0.63471264
4.5274563,4.555936,0.18552372,0.59111685,0.13228068,0.6033371,0.14321983,0.0056,0.37894353,0.2580384,-2.4312751,0.1732818,0.1266362,0.12682654,1.2509979,1.5319896,0.3216329
7.7947936,4.0932364,0.32932466,0.5733224,0.20036519,0.84087896,0.6451122,0.0056,0.42136183,0.27236232,0.23599902,0.61649424,0.1859874,0.18501258,-1.6066958,-1.0629873,1.1479428
6.4030185,3.559247,0.35199013,0.4406287,0.3025785,0.71094054,0.33289286,0.0056,0.58143955,0.39353245,2.9662297,0.37840313,0.29955623,0.30085334,-0.13326636,0.0613364,0.08235108
6.4356017,3.9662795,0.30233082,0.5156146,0.2797455,0.4205431,0.41568196,0.0056,0.5423445,0.36100483,1.2558506,0.43584484,0.2749033,0.27549946,-1.3536202,-0.2509622,0.24779145
3.8080738,4.8537803,0.14377196,0.6415783,0.12162898,0.52512616,0.66658807,0.0056,0.18461572,0.112558044,-2.5532517,0.6399545,0.11329523,0.11213747,-1.5742972,-2.0194361,1.2334605
3.8456752,5.132363,0.13122272,0.7098753,0.12026614,0.6956538,0.89362806,0.0056,0.19637057,0.10864637,-1.7879707,0.86518186,0.11968201,0.11816861,0.09948559,-0.99601185,0.92465854
4.0530972,2.945192,0.34212303,0.28696123,0.2917087,0.4787243,0.40412056,0.0056,0.54689133,0.3984327,3.1136239,0.2620976,0.2931377,0.28728867,-0.27647173,-2.75816,0.105154
3.663971,4.388405,0.16622896,0.53390485,0.11528655,0.365267,0.67347306,0.0056,0.31446442,0.2010761,-0.717883,0.65637153,0.114864275,0.114329375,1.8105712,0.5464183,0.39618158
6.996549,4.1105413,0.3040293,0.5574257,0.4551656,1.1220335,0.69418645,0.0056,0.4125154,0.26521638,-0.6674635,0.65485007,0.45138252,0.44774732,0.7755687,0.21103513,1.2139926
5.09337,3.9007266,0.26215723,0.47061083,0.25487873,0.47549555,0.7535442,0.0056,0.44882715,0.29003388,0.43348706,0.6881929,0.25018185,0.24640119,0.2187742,0.37144807,0.9641618
4.8413625,3.2629807,0.3314174,0.35384318,0.15963198,0.27586135,0.48127404,0.0056,0.65179783,0.45114812,1.0077592,0.4321437,0.16763905,0.16642243,1.8181344,1.4722843,0.9236315
4.4959917,2.800134,0.39244413,0.27750206,0.46966806,0.43427214,0.3707969,0.0056,0.45703405,0.3362761,0.43740913,0.29054478,0.4577918,0.45180842,0.5057475,0.48505124,0.9586912
4.996349,4.898541,0.177732,0.68093497,0.13179767,0.63160294,0.960629,0.0056,0.2772205,0.15960215,-1.0409766,0.9053185,0.13354604,0.13094763,0.4803644,-0.5526762,1.052804
5.780863,2.8535106,0.44321465,0.3159345,0.22110017,0.0672674,0.33043405,0.0056,0.66942596,0.47301185,3.052154,0.05586731,0.20168647,0.20521003,2.0196607,2.20109,0.2658374
5.611939,4.108389,0.25968644,0.5234584,0.16631003,0.43324634,0.046363585,0.0056,0.34439248,0.23663644,2.1444886,0.28581408,0.15830967,0.16070127,-0.35049814,0.8744967,0.1830323
3.9854715,4.6214542,0.16291864,0.5925533,0.19128853,0.5340235,0.6751563,0.0056,0.23093349,0.14309655,-1.284483,0.66873443,0.15621357,0.15586954,-1.4358029,-1.3444752,1.10533
7.183167,4.299364,0.28979173,0.6004108,0.174156,0.47283807,0.3676714,0.0056,0.36126924,0.24002148,-2.3655782,0.42733648,0.1648685,0.16613595,-0.94186157,-1.4306026,0.9003396
9.325521,3.1603184,0.5059205,0.44648755,0.33347267,0.33415428,0.28496218,0.0056,0.7007894,0.46769816,-1.9354144,0.3217047,0.31505015,0.3158286,1.4109743,1.6025317,0.3436362
7.192308,4.279004,0.292111,0.5964017,0.14143798,0.6938967,0.5682035,0.0056,0.53634083,0.34781864,-0.4195468,0.53746283,0.14489388,0.14434358,0.238571,-0.12387643,0.92713314
4.023188,2.9553452,0.33874065,0.28768787,0.37522158,0.0042272024,0.36901477,0.0056,0.39562398,0.29135516,-0.82463056,0.31903476,0.3699805,0.36646715,1.1669405,0.3423102,0.39657834
4.5967774,4.9758053,0.16143169,0.6897365,0.2865974,0.9061259,0.54591674,0.0056,0.20650375,0.13042746,0.1059092,0.5615376,0.28154853,0.28275335,-0.5507158,-0.26509666,1.2166358
7.8460183,4.55745,0.28288198,0.6718349,0.30761766,0.64937395,0.32966104,0.0056,0.53395164,0.3469578,1.6218946,0.39118657,0.2998915,0.30123284,-0.56842643,0.35360894,0.39969015
6.5409007,3.4458249,0.37303555,0.42472306,0.3657924,1.0816264,0.42018545,0.0056,0.4565584,0.31580687,-0.11097559,0.34653428,0.35553622,0.352073,1.2014995,0.8508772,0.97541094
4.0435424,5.2673063,0.13082637,0.7486611,0.11291551,0.48201224,0.6331132,0.0056,0.2910133,0.18264112,0.70831287,0.62875855,0.10967934,0.10957976,2.5174341,1.379848,0.6731723
11.300878,3.2648728,0.5360968,0.5106078,0.36435065,0.100607745,0.6090772,0.0056,0.68304443,0.4438297,1.9438738,0.5167103,0.357237,0.3534751,-0.6792498,0.9573891,0.25661233
7.9857664,4.5379114,0.2883151,0.67091537,0.10504213,0.55958563,2.196767,0.0056,0.6282855,0.36999896,-2.090507,0.8853364,0.15140277,0.09868777,-1.1840181,-1.8112247,1.1877352
3.441114,3.9560192,0.18895957,0.44111183,0.22876947,0.8733582,0.25011963,0.0056,0.210397,0.15281062,1.1997675,0.09935247,0.21481793,0.22032376,2.6282501,2.515964,0.877713
7.7820787,4.2291408,0.31395355,0.6004111,0.15318091,0.82826483,0.71091753,0.0056,0.47551605,0.3045399,-0.83346707,0.6532867,0.14884637,0.14736798,-2.8885562,-1.925623,0.70432764
6.7567763,3.9100451,0.3192448,0.5126657,0.107778355,0.5377392,0.26334798,0.0056,0.41007122,0.2825596,-1.9813062,0.18459152,0.102866754,0.10460265,-0.4877679,-0.9459312,0.4160982
7.0580025,2.9577801,0.47286275,0.36154738,0.339774,0.7612271,0.9140262,0.0099,0.62352973,0.41145992,1.4850699,0.6494334,0.3500133,0.3284561,-1.979332,1.9462476,0.29176965
7.536652,4.7990212,0.2538713,0.7190903,0.1426846,0.56245214,0.69082993,0.0056,0.44985953,0.28838903,-3.113647,0.58299917,0.11022843,0.10841083,-1.2718058,-2.2549925,0.67492044
7.536652,4.7990212,0.2538713,0.7190903,0.10572833,0.7663074,0.69082993,0.0056,0.44985953,0.28838903,-3.113647,0.58299917,0.11022843,0.10841083,-1.2718058,-2.2549925,0.67492044
4.065376,4.4986515,0.17356424,0.5673603,0.1621618,0.5324342,0.61424875,0.0056,0.22973123,0.14680825,-2.4162767,0.5827049,0.15344985,0.15191953,1.5274211,2.3589146,0.5668409
4.2755084,3.9764512,0.22259791,0.46524876,0.17586885,0.38881916,0.17559661,0.0056,0.38662678,0.26969075,-0.41212454,0.24628203,0.16366056,0.16648631,1.7704866,1.3922819,0.54598993
7.7644486,4.3701034,0.2988407,0.6293459,0.16703165,0.5555699,1.3105472,0.0056,0.58394724,0.34769216,-1.9404202,1.0072265,0.20067178,0.18529336,-0.89229643,-1.7247226,1.1800828
5.054051,3.6434824,0.28965265,0.42264974,0.2628294,0.5882898,0.817334,0.0056,0.40011993,0.25502816,-1.5913024,0.7481638,0.26291656,0.25727943,1.5945514,-1.6112989,0.5155281
4.5759788,5.1426764,0.1518103,0.73013186,0.07424533,0.45262584,0.5508631,0.0056,0.21911962,0.13815938,1.2310735,0.56556064,0.07278717,0.07305277,-0.13270003,0.7816826,0.6986798
5.33083,4.613486,0.2071454,0.6233588,0.23751615,0.8705352,0.5419101,0.0056,0.42386472,0.2752506,-2.6634598,0.5416328,0.22921072,0.22920148,-1.3915589,-1.882321,1.0982814
5.3503428,4.863071,0.19027197,0.68112266,0.18376525,0.71700287,0.9848916,0.0056,0.22980423,0.1479646,1.9409125,0.4640075,0.30900317,0.25655532,-0.95679486,-0.3382436,0.19323103
5.9033394,4.0883512,0.27157268,0.52653855,0.23999158,0.75034815,0.9582364,0.0056,0.49977952,0.33268985,-2.0915303,0.4171733,0.25880268,0.2332948,-0.2188818,-1.0632572,0.53281844
5.487807,5.0585647,0.18173634,0.7314347,0.20199792,0.75311476,0.51402956,0.0056,0.41839772,0.26879847,-1.2755482,0.52365386,0.20008357,0.20032305,-1.2928667,-1.2851174,1.1702276
5.1416793,4.3116546,0.22500214,0.55352455,0.1470367,0.37087148,0.24107389,0.0056,0.50005794,0.3355172,2.440897,0.34892437,0.14398459,0.14518738,2.125404,2.2695744,0.753567
4.5693536,2.3309114,0.50090766,0.22096099,0.38044077,0.4186846,0.7132484,0.0099,0.59432054,0.42446265,2.6866226,0.4798586,0.3721364,0.3484716,-2.0651784,2.8952312,0.49462128
5.623668,4.3509197,0.23754802,0.5734384,0.40713704,1.028061,0.83557916,0.0056,0.65134907,0.41879427,-0.9040495,0.6768264,0.49105582,0.4777281,0.45839685,-0.42944103,0.8536565
5.8669343,3.813472,0.30041933,0.47304434,0.33949926,0.5213179,0.99095637,0.0056,0.39230347,0.26810953,2.3751907,0.36380187,0.39304417,0.33202648,-0.6747242,2.2444882,0.15101121
4.4290833,4.815543,0.16564636,0.6476651,0.11765365,0.5020371,0.60933787,0.0056,0.22230211,0.14803411,1.1682678,0.35718817,0.116268724,0.10939128,-2.0301645,-2.0943708,0.31625238
6.793145,4.0484986,0.30458254,0.5402371,0.14423743,0.42858002,1.8062207,0.0056,0.514103,0.25930268,-0.8636162,1.3294766,0.17242655,0.1402934,0.6218956,-0.69841,1.3673173
4.5779243,4.612471,0.18331893,0.60489476,0.23384318,1.1475732,1.5209001,0.0056,0.41153416,0.2240155,2.3180933,1.115898,0.2593244,0.22039144,2.6406639,2.4828522,2.2509024
4.700979,4.4041066,0.20248197,0.56236786,0.1514541,0.5999842,0.657347,0.0056,0.3708301,0.23880123,1.358518,0.6350163,0.1472104,0.14650428,-0.103215724,0.83197784,0.784432
3.9912422,3.8547266,0.22210826,0.43527314,0.1846876,0.44682097,0.8597389,0.0056,0.31624517,0.19265343,-1.4604902,0.8051377,0.1830505,0.179035,-0.62022424,-1.2841728,0.9731461
3.5580387,5.1617217,0.12134757,0.7102285,0.09346144,0.65985584,0.86129415,0.0056,0.3282496,0.19923843,-0.764312,0.80862176,0.09075751,0.089454725,2.979263,-2.272321,0.53361213
3.1092458,4.6344833,0.13115126,0.57425016,0.24003036,0.9642253,0.1713563,0.0056,0.28807157,0.19600865,2.4609601,0.31182078,0.22782743,0.23105904,-1.2505933,-1.5518929,0.5669812
8.092135,4.5245934,0.2923066,0.67056835,0.38023525,0.40237212,0.7133834,0.0056,0.58929867,0.3732102,-2.1812863,0.6250377,0.3815241,0.37733862,-1.5860436,-1.9227427,1.0608144
5.000876,3.1047516,0.36343566,0.33330137,0.18884921,0.32113683,0.6892909,0.0056,0.4482638,0.30093864,-0.8318355,0.6343086,0.18640703,0.18351792,-0.16379106,-0.66927594,0.81143737
4.257378,4.8476453,0.15840413,0.6510199,0.14312209,0.71398383,1.1164539,0.0099,0.24571009,0.14097157,0.80225897,0.81786686,0.15689637,0.13709824,3.0543795,1.6747328,0.64705455
8.39363,3.4981885,0.42498106,0.4784084,0.36097917,0.6235987,0.36496544,0.0056,0.7357517,0.4947057,-2.0553741,0.34360683,0.42559847,0.42483163,-0.5499433,-1.1999439,0.5665573
4.449362,4.9532876,0.15831737,0.68075,0.22839215,0.42208728,0.21583171,0.0056,0.32045287,0.21267061,2.5998187,0.33645877,0.22216168,0.22457151,-1.224536,-2.1699657,0.26183793
3.5781627,4.8346953,0.13724113,0.6315305,0.13751984,0.55925596,0.64928657,0.0056,0.18186262,0.11147465,-2.7152727,0.62469596,0.13532034,0.13403814,-0.751771,-2.1573906,0.585106
5.3249707,4.804727,0.19342418,0.66684514,0.28406087,0.4400651,0.21997766,0.0056,0.25566843,0.17148426,0.38281098,0.32922596,0.28669506,0.29035947,-0.4130327,-0.14168395,0.8775731
4.7411866,5.138732,0.15664335,0.7331513,0.17888165,0.9154364,0.76010156,0.0056,0.9580004,0.61843556,-2.1880476,0.23646834,0.3021044,0.28842306,-0.076730885,-1.3445338,0.21243456
5.7454705,3.7824075,0.2996846,0.4643866,0.24814844,0.75286555,0.85205114,0.0056,0.6408083,0.41353986,1.947176,0.6899135,0.25484163,0.24708882,1.5020704,1.733722,1.2938306
5.7168264,3.3212984,0.3602854,0.38434997,0.26779082,0.44807336,0.8278212,0.0056,0.6099739,0.39925864,-0.27112806,0.68059826,0.26649433,0.25798416,0.6035045,-0.13017528,0.7799027
7.2169547,4.936181,0.23506093,0.7436902,0.10434003,0.47987467,0.67346066,0.0056,0.4766108,0.30067933,-2.8210666,0.62894964,0.1022583,0.10164809,-1.2481552,-2.129108,0.8153911
9.8273,3.3058004,0.4944488,0.48142806,0.21755086,0.33364835,0.31786707,0.0056,0.6569339,0.43719664,2.26413,0.3531091,0.20974006,0.21029192,0.002291841,2.009659,0.30026212
3.880135,4.653211,0.15739536,0.59713626,0.15438397,0.79072326,0.22574781,0.0056,0.18114099,0.124124646,1.7273473,0.25796247,0.17670888,0.17758717,-0.92399526,-0.6902636,0.5244208
3.489737,4.0255513,0.18548177,0.4557325,0.2919562,0.91948617,0.4068751,0.0056,0.22510187,0.15403323,2.5796635,0.41982496,0.28591874,0.28690943,-1.5530537,-2.3744845,0.4797612
4.4771824,4.1510916,0.21495576,0.5045151,0.42053652,0.76091903,0.5007546,0.0056,0.27533194,0.18237679,-2.4114096,0.52400637,0.4102427,0.41261917,1.3660375,-3.1290977,0.31868032
4.0056458,4.9939885,0.14272638,0.6798089,0.13536115,0.70793885,0.24031141,0.0056,0.16103166,0.10736357,-2.6360984,0.31769317,0.13221464,0.13403837,-0.6681528,-1.2827631,0.5080573
4.373148,5.181716,0.14412391,0.73498195,0.13050744,0.54564935,0.17293675,0.0056,0.2851191,0.18886507,-0.88076943,0.31029415,0.12655506,0.12801108,2.3765857,2.5125656,0.26438427
7.409577,3.8537104,0.34656084,0.51788396,0.13894188,0.46052203,0.20519188,0.0056,0.41660127,0.2856414,1.1948285,0.23219347,0.13894726,0.14107484,-0.7151268,-0.43346167,0.7877754
8.230243,4.240261,0.32492456,0.6135481,0.13096836,0.68667966,0.344946,0.0056,0.46441892,0.3135114,-0.64285636,0.05080923,0.12822334,0.13022755,-1.0499883,-1.0094008,0.4958389
5.7527275,4.1459856,0.26075786,0.5343858,0.45792294,0.53050107,0.39352003,0.0056,0.3348819,0.22734424,-1.4541478,0.37059128,0.44906393,0.44755185,-0.40392995,-0.755412,0.9338058
5.664313,4.5981483,0.2184722,0.6280144,0.14834869,0.5795814,0.875124,0.0056,0.29730114,0.17795856,-0.7485715,0.82678515,0.14997302,0.14763838,1.0895573,-0.10468144,0.85749656
7.686653,3.4423125,0.41202456,0.45189,0.1327296,0.2365303,0.6008925,0.0056,0.4644828,0.3237165,1.7242271,0.09306865,0.12550616,0.118427865,-0.94778824,-0.85902715,0.47509348
5.008561,4.1993036,0.23014793,0.5271381,0.15860973,0.27493834,1.156302,0.199,0.45467973,0.28381246,-0.81266665,0.7435079,0.17543052,0.15531066,1.2467455,-0.51210666,0.6682874
7.766499,3.665739,0.38213837,0.49229246,0.13054983,0.46802926,0.42715997,0.0056,0.49686903,0.3327623,2.3186235,0.45085445,0.12240422,0.122763164,1.3549577,2.0233076,0.5975255
5.5736337,3.8710673,0.28323552,0.47666055,0.13704497,0.6116619,1.3253376,0.0056,0.39445996,0.23350678,1.0669394,0.86600477,0.15539493,0.12751262,1.5544116,1.2050161,1.184914
13.107152,3.0846696,0.6028499,0.52664465,0.2538422,0.33767864,0.7200146,0.0056,0.7868325,0.50268036,1.3730623,0.54526794,0.24958393,0.24477503,-0.05332553,0.68520486,0.8015312
8.961845,4.443907,0.32202333,0.67410666,0.06448016,0.26245642,0.774548,0.0056,0.6682497,0.41949815,-0.76653504,0.64033324,0.25392693,0.25000563,-0.31800848,-0.71539783,0.71747833
9.342054,3.8102796,0.406531,0.5566308,0.19518472,0.23331763,0.27105197,0.0056,0.49630827,0.33488792,1.6261762,0.18677987,0.18602484,0.18858981,-0.42346823,0.03380787,0.37546974
4.763157,4.42377,0.20309767,0.56807864,0.16803977,0.5458768,0.19775681,0.0056,0.26265314,0.18172246,0.19464059,0.19579586,0.15572378,0.15852262,1.0037819,0.8526691,0.94126487
5.8221436,3.5408373,0.3330876,0.42339233,0.22696123,0.30565926,1.4434409,0.0099,0.6191495,0.397191,1.6239085,0.67177576,0.2782419,0.21925496,-1.6601539,1.9455103,0.21310508
5.6668396,4.466828,0.22906469,0.5992407,0.15958232,0.45980287,0.3304317,0.0056,0.4778481,0.32138586,0.6894527,0.10040241,0.15079677,0.15303022,-1.8947324,-1.7563576,0.3850524
7.2761827,4.1655436,0.3063968,0.5752252,0.15700553,0.5341998,0.31833515,0.0056,0.4983806,0.3305024,0.8455518,0.3883532,0.15463138,0.15557554,0.6757781,0.74164575,0.99689853
