Q2,W,x,y,z_km,phperp_km,aff_m_k_i_mc,aff_m_k_f_mc,aff_xi_mc,aff_x_N_mc,aff_theta_k_i_mc,aff_k_iT_mc,aff_zeta_km_mc,aff_zN_km_mc,aff_theta_H_km_mc,aff_theta_delta_kT_km_mc,aff_delta_kT_km_mc
3.7853448,3.516137,0.2479233,0.36983383,0.26106128,0.32604784,0.84112793,0.0056,0.44110933,0.28821096,-2.2005682,0.6941685,0.26372373,0.25186124,0.7339357,-2.1605904,0.58361477
10.112253,3.5846589,0.4579477,0.5348729,0.17373824,0.4737065,0.15973374,0.0056,0.6453307,0.42787793,-2.4517145,0.23849502,0.16553953,0.16694297,0.24413957,-0.49243557,0.15306331
6.589089,4.465189,0.25691816,0.62122524,0.12461214,0.34835014,0.3789586,0.0099,0.65661466,0.43303484,-0.15623541,0.19728671,0.13240153,0.13105641,1.9676611,1.3697077,0.29819807
2.8717747,5.00967,0.10601566,0.65614355,0.22941133,0.5380396,0.8039719,0.0099,0.19376387,0.11195821,2.9515898,0.7622554,0.25474054,0.24978776,-0.3256388,3.0938265,0.37575123
8.702167,2.127822,0.7046609,0.29913396,0.27814955,0.19345245,1.4279878,0.0056,0.990173,0.6140736,-2.012446,0.7976039,0.31312537,0.2627816,-1.1141902,-1.6520127,1.2179561
6.065579,4.1660085,0.2690927,0.54599524,0.12965877,0.61476946,0.39359182,0.0099,0.32331836,0.21901743,0.57570535,0.37370196,0.12815392,0.12777169,0.7826877,0.6877319,0.80999964
5.9356337,4.322328,0.25004986,0.5749883,0.16008458,0.5414601,0.5452629,0.0056,0.31981558,0.20873639,-1.1971146,0.5558166,0.15294746,0.15328428,0.42103598,-0.22506307,0.9221315
5.900368,4.5803537,0.22694027,0.62977594,0.34276542,0.3940009,0.23046094,0.0056,0.30418918,0.20373984,-2.826759,0.34250987,0.33229154,0.33619818,0.7064022,1.126697,0.3203568
5.8047047,5.0151987,0.19299756,0.728529,0.06903291,0.44703993,0.25523943,0.0056,0.4188222,0.2767024,1.0039188,0.19065942,0.059779637,0.060508803,2.8490624,2.5535593,0.6302055
6.098911,5.0100493,0.20115703,0.7344049,0.10818922,0.44850117,0.16143301,0.0056,0.22355638,0.14994842,0.77137196,0.20030615,0.09946687,0.10089423,-0.35378397,-0.11621929,0.76802063
7.515514,4.060594,0.3250151,0.56011045,0.1640926,0.6050979,0.7937216,0.0056,0.43583646,0.27906102,1.4651514,0.66967946,0.16592377,0.16161239,0.3746319,1.0006005,1.0137131
8.949147,4.782514,0.28923047,0.7494733,0.16208467,0.81615293,0.31527594,0.0056,0.48049843,0.31136686,-1.9571832,0.39009592,0.16008572,0.16096775,-3.0186245,-2.6642458,0.9814674
7.6276,2.9933896,0.48559847,0.38047764,0.28087795,0.24346949,2.2666643,0.0056,0.7685361,0.41450286,-2.6090932,1.0530499,0.47469667,0.2602382,-0.7563696,-2.1139472,1.0349123
5.3486967,2.651484,0.4651563,0.2785272,0.4967594,0.26752025,0.33338928,0.0056,0.7335185,0.5132583,0.39464405,0.312823,0.47382885,0.47282436,2.610964,1.0385376,0.24987862
4.256317,5.072584,0.14622964,0.7050454,0.14514108,0.4519827,0.5697015,0.0099,0.18626556,0.1239483,1.0163397,0.3014748,0.14747709,0.13822849,-1.6009328,-1.2670121,0.46049073
10.738353,3.6857963,0.4580604,0.56784976,0.23566882,0.7608473,0.80109924,0.0099,0.5833277,0.3749677,-1.6338745,0.6066243,0.23739354,0.23042819,-1.3413346,-1.4983516,1.1187474
6.1639953,4.531068,0.23878296,0.62528425,0.119128115,0.47614244,0.8118812,0.0056,0.35662323,0.22100611,0.13551864,0.7609789,0.12002287,0.11850699,-0.29597867,0.008660201,1.0610656
3.6046665,4.0002084,0.19249551,0.45358953,0.2621452,0.3371181,0.3073132,0.0099,0.3276854,0.22907989,2.7563906,0.3015723,0.25482443,0.25462458,1.1783348,1.9031794,0.4548351
6.880729,3.8109057,0.33526304,0.497127,0.24142256,0.7623772,0.7494361,0.0056,0.44256473,0.2883222,-2.4576106,0.6271715,0.23837772,0.23213919,-1.7277352,-2.159068,1.0002426
3.0441022,4.982344,0.11279674,0.6537041,0.23089717,1.3747513,0.29043427,0.0056,0.13838851,0.09173673,0.59972453,0.3471019,0.22152221,0.22459917,-0.56622964,-0.34000602,1.4224039
5.242099,4.2456603,0.23415424,0.54227763,0.20287035,0.45602837,0.58513534,0.0056,0.27643412,0.19324313,2.7801766,0.07829256,0.21298571,0.19667254,-0.47673327,-0.5076275,0.29163724
9.544803,4.2216477,0.3603613,0.6415748,0.34117234,0.27921566,0.6835423,0.0099,0.47359672,0.3161168,-1.6736846,0.06868712,0.35547867,0.33612722,0.76818484,0.67711914,0.48641908
5.5156937,4.992051,0.18661894,0.7159174,0.34689337,0.54753727,0.5154245,0.0056,0.25634193,0.16537072,1.8159754,0.49252132,0.34340867,0.3418736,-0.4877966,0.29886308,0.51700026
5.0323253,3.5140615,0.30497834,0.39968535,0.46655193,0.10392275,0.3002914,0.0056,0.52987564,0.36522877,-2.3402085,0.3704457,0.44862965,0.45196888,2.094628,3.0319254,0.4420416
4.781544,5.126745,0.15840949,0.73114836,0.35412145,0.9350144,1.2019095,0.0099,0.24163996,0.1317191,1.5316862,0.9318734,0.39465943,0.34901142,-1.2330956,0.87411755,0.39891934
6.218148,2.2689962,0.5929875,0.25400022,0.3890598,0.19315186,0.5186475,0.0056,0.67080075,0.4805199,2.4444475,0.2614992,0.3790252,0.36515033,-0.81202507,2.8735847,0.057914015
4.9066863,3.386004,0.3167371,0.37523896,0.3025172,0.4987697,0.64325774,0.0056,0.5296091,0.36180568,1.0709445,0.48975912,0.3042689,0.29537132,1.5971711,1.395579,1.2285571
4.734409,3.9244318,0.24587667,0.4664091,0.54760766,0.05602834,1.3672185,0.0056,0.40696135,0.2145905,2.438972,1.155468,0.59403604,0.5378649,-1.1399828,2.6564674,0.8035516
7.5707355,4.7001863,0.26303595,0.69717443,0.19345066,0.95144325,0.17241907,0.0056,0.36004642,0.23958345,-0.5282359,0.24013947,0.18093444,0.18319549,2.5570717,2.5407932,0.8299208
4.459441,3.3963742,0.295045,0.36610928,0.21760955,0.6074808,0.5569604,0.0056,0.37070665,0.25632194,-1.1876256,0.48816496,0.2204522,0.21666616,-0.8763235,-1.0463263,0.88379043
4.866494,4.8355527,0.17781235,0.6629379,0.32406905,0.64418894,0.5939745,0.0056,0.42592943,0.27619237,2.123786,0.5783789,0.35647142,0.35556588,-0.6329134,1.4502604,0.24915433
3.7938921,3.5477128,0.24477033,0.3754436,0.21313065,0.56237626,0.36500475,0.0056,0.4275936,0.29954052,1.7051483,0.41958204,0.20948474,0.21137148,-0.32717198,1.0267562,0.38469425
7.453971,3.8856573,0.34394556,0.52494824,0.16371317,0.7547137,0.33233565,0.0056,0.44474795,0.29888302,-2.9900885,0.40110534,0.1542578,0.15541014,-1.3636299,-2.1132317,0.5877826
4.730227,3.633299,0.2774207,0.413011,0.32245427,1.1732458,0.5159862,0.0056,0.33826378,0.23811573,0.33500376,0.3182087,0.31356058,0.30146763,3.0255291,2.8351235,0.7329469
3.7192495,5.2884398,0.12072941,0.7462095,0.073052004,0.51657194,0.8189901,0.0056,0.20190686,0.11625959,0.5504617,0.79797435,0.07422187,0.073612235,-0.60328656,0.24332263,0.9740209
6.2368298,4.52743,0.24123177,0.62625027,0.16547625,0.3929625,0.6267245,0.0056,0.2981274,0.19174317,2.8681996,0.57784724,0.1612499,0.15946431,-0.38743266,-1.3581445,0.07967497
6.5650363,3.574531,0.35559812,0.44719422,0.36055312,0.11856753,0.7307379,0.0099,0.46377283,0.30642745,-0.106576435,0.5994357,0.36036122,0.35011116,-0.80986834,-0.2739189,0.7591667
8.3059845,3.824673,0.37662452,0.5341965,0.15200977,0.53539467,0.64595276,0.0056,0.5079429,0.33677948,1.2267408,0.45272312,0.15074527,0.14660724,1.0958748,1.1789731,0.7117489
9.750742,3.7229688,0.42896447,0.55059826,0.25507018,0.44777018,0.621032,0.0056,0.71445686,0.46455875,2.4740777,0.37851185,0.2561173,0.25042284,-0.6252735,1.0903647,0.016153274
8.939101,4.452412,0.3205965,0.67538846,0.11059397,0.49606878,0.66627055,0.0056,0.6184342,0.39539593,3.0191607,0.48613256,0.108213395,0.10624742,-0.5270005,-2.734485,0.23798026
5.4881277,5.08061,0.18040964,0.7368567,0.20698293,0.59212047,0.43889794,0.0099,0.24114448,0.15694243,2.3502426,0.4294053,0.2032591,0.20292114,-0.25622326,0.36363155,0.37694767
7.0739403,3.8548183,0.33600292,0.5099609,0.38787934,0.758785,0.3352224,0.0056,0.65587676,0.43378228,1.4621783,0.363555,0.37442452,0.37521344,-1.4208736,-1.1226875,0.31638613
5.1666617,4.7945566,0.18943487,0.6606457,0.17974508,0.9976188,0.2846638,0.0056,0.23330712,0.15683699,-1.368633,0.30196851,0.17540017,0.17580912,0.84999955,0.5051319,0.71223587
3.6128268,2.5619967,0.38863063,0.2251794,0.43973017,0.6598547,0.786268,0.0056,0.4693469,0.32456443,2.0464995,0.6150352,0.44231766,0.4125383,-2.307031,2.576083,0.5843518
8.603116,4.5946903,0.29836768,0.6984294,0.17479722,0.7057109,1.054685,0.0099,0.45428875,0.27471143,-2.150582,0.8840598,0.17626803,0.16966367,0.795125,-1.9146188,0.41110745
8.916446,3.8667452,0.38787714,0.55682164,0.1223463,0.34537488,0.30311304,0.0056,0.51631653,0.3470878,-1.0861217,0.2281331,0.1197544,0.1191659,0.1932829,-0.4056484,0.38760483
4.781494,4.6916833,0.18452081,0.6276778,0.119690605,0.6640579,0.84463674,0.0056,0.23672456,0.15482588,-1.130435,0.44671246,0.13220231,0.11629508,-0.88655835,-1.0058345,0.9064868
5.703959,3.5326538,0.32964674,0.4191275,0.15423271,0.6762671,1.213137,0.0056,0.47017315,0.2718675,2.6086156,1.0296017,0.15517256,0.14440219,-1.6469903,2.990535,0.9266383
4.0681415,4.179884,0.19691654,0.5004174,0.19762053,0.48080388,0.58043456,0.0099,0.4014329,0.2698928,2.7609622,0.5018428,0.2089329,0.20571478,0.2886964,2.3405917,0.35124317
4.181865,3.8781404,0.22800037,0.44427615,0.48220077,0.6490475,0.19654424,0.0056,0.38058153,0.26731497,1.9152522,0.23393059,0.46289212,0.4714454,-0.5992119,-0.20549387,0.35783854
6.059319,3.2471952,0.38537338,0.38085586,0.2544225,0.49174333,0.6678765,0.0056,0.4804941,0.32105476,-2.2236319,0.6128114,0.24726729,0.24413595,1.1820183,-2.3234727,0.4493805
6.9011188,4.0546823,0.30724603,0.5440662,0.27579567,0.5221616,0.8299686,0.0056,0.39779738,0.27065825,-1.3428392,0.2651376,0.29815435,0.26866713,-0.3747779,-0.8158665,0.51160675
9.480983,2.1536825,0.7161417,0.3206808,0.28269887,0.16444553,0.8676941,0.0056,0.9045092,0.59153974,-0.56330615,0.5415578,0.2819805,0.26673982,0.3664144,-0.23206621,0.7703983
6.9344277,3.646905,0.3582945,0.46880153,0.255198,0.884928,0.11166454,0.0056,0.45704365,0.31414345,1.6417316,0.30446383,0.23411737,0.23711678,-2.238628,-2.4918327,0.81841326
4.225027,4.739167,0.16373295,0.62504596,0.18742159,0.8459173,0.4241849,0.0056,0.37596956,0.24899569,-2.6553836,0.46420357,0.19360475,0.19470176,-0.3493523,-1.2141321,0.4524427
7.900558,4.6845517,0.27276006,0.70160955,0.103424445,0.5979508,1.1476964,0.0099,0.3561348,0.22227317,1.3139864,0.6624536,0.107443616,0.09387238,1.4886702,1.4106154,1.4765188
3.7429366,3.0038188,0.31491596,0.28789645,0.5172288,0.57996345,0.5279528,0.0099,0.37445405,0.26763517,-1.8245173,0.45722687,0.50993943,0.49970645,-0.7104724,-1.3923769,0.6510777
9.052492,3.9385843,0.3822103,0.57369924,0.19251876,0.99725634,0.80622554,0.0056,0.4886349,0.30972412,2.99536,0.71988314,0.18972515,0.18658482,1.2736778,2.0993423,0.96830666
3.3768473,3.9859579,0.18368052,0.44531453,0.18005459,0.5677044,0.7462917,0.0056,0.21845347,0.15533923,-1.8487297,0.23340292,0.20798585,0.17264925,-1.3670312,-1.5784723,0.51523596
4.4433665,4.3862767,0.19486369,0.55233145,0.24047211,0.7533452,0.16855732,0.0056,0.34252155,0.2349951,-0.41678503,0.24097915,0.23207775,0.23576137,0.22975183,0.015060089,0.681411
5.4879003,4.59582,0.21329542,0.62322265,0.23228039,0.6519114,0.1245714,0.0056,0.25048685,0.17063501,2.7813907,0.23448928,0.22185883,0.22535264,-0.29938453,-0.27645338,0.6215775
5.043326,4.823369,0.18387602,0.66437066,0.15280911,0.6921497,0.50871307,0.0099,0.25435126,0.16535936,1.3026184,0.4865987,0.15035017,0.14966193,-0.1898198,0.44149518,0.8219248
8.479989,3.6627839,0.40350887,0.5090503,0.2556375,0.9389495,0.32019606,0.0056,0.48849812,0.33486596,2.6787355,0.124866806,0.2448167,0.24888746,1.9812528,2.0965507,0.6971397
3.7720456,5.2612667,0.123379864,0.74054456,0.067839116,0.3579743,1.2677233,0.0056,0.36013407,0.19738086,-1.5911204,1.1398467,0.11121534,0.106603295,-1.2199074,-1.5342991,1.3370764
4.023064,4.958365,0.14508983,0.671643,0.1255849,0.47786412,0.5603957,0.0056,0.1934583,0.12140486,0.89995587,0.57372594,0.11789523,0.11837636,0.67607456,0.77792996,1.2527238
6.586125,3.4879794,0.3685211,0.43289852,0.15951455,0.23196775,0.67342633,0.0056,0.47628447,0.31460837,0.49649298,0.62029713,0.1488541,0.1471788,-0.83444434,-0.10787796,0.9070187
3.9265018,3.8573742,0.2190458,0.43419957,0.27800488,0.71189374,0.18901321,0.0099,0.26469383,0.1893349,0.07379533,0.22627771,0.27007824,0.27128527,-1.205324,-0.80483276,0.5558775
4.1249757,4.0165205,0.21287936,0.4693603,0.26319826,0.35572863,1.1472608,0.0056,0.42533222,0.24699247,-2.993271,1.001978,0.27229664,0.25785005,-0.7150418,-2.8095133,0.8793849
3.896891,4.0635586,0.19954334,0.47304183,0.14479804,0.4131748,1.194236,0.0099,0.51202846,0.3080783,1.7082083,0.9448588,0.1646911,0.1506822,1.7953863,1.74404,1.6028967
3.3226445,5.248889,0.11078019,0.7265078,0.104260065,0.7255537,0.72440016,0.0056,0.14253734,0.08656548,0.4918465,0.55504316,0.30409938,0.2814549,-2.045596,-1.1922127,0.4184414
13.082951,3.6098654,0.5184708,0.6112233,0.20472215,0.38507408,0.30976698,0.0056,0.6773606,0.43915814,-0.04444322,0.34888524,0.19924822,0.19970289,0.18732868,0.08933894,0.8191488
10.536996,3.9854074,0.4125665,0.6186448,0.11538467,0.74758446,0.8090993,0.0056,0.60410917,0.38148528,-2.1133366,0.6854457,0.10172012,0.09990865,-2.0871208,-2.09809,1.6380217
13.435392,4.120362,0.45493707,0.7153483,0.17232546,0.62218356,0.8607782,0.0099,0.8180074,0.51285547,2.576634,0.5120596,0.19013245,0.18375452,-1.2866814,-2.6987906,0.34261164
4.3323736,3.7578142,0.2465332,0.42566606,0.26075366,0.66446376,0.7294487,0.0056,0.35040584,0.226023,1.7805154,0.6917786,0.26182583,0.25864697,-1.6548775,2.152651,0.32427144
7.434748,3.7305853,0.3631727,0.4958743,0.54607487,0.36259222,1.2869849,0.0056,0.5276513,0.30711553,-2.1220727,1.0640959,0.5729601,0.53346324,0.12880534,-1.942458,0.94300914
4.8579764,3.6299868,0.28319082,0.41552266,0.27936938,0.3669458,0.53065234,0.0056,0.34576494,0.2333442,-1.6123352,0.54066026,0.26778668,0.26844704,0.47380418,-0.46741912,0.5820284
4.622774,4.3651524,0.20278017,0.5521991,0.20007196,0.62110496,0.68682647,0.0056,0.26263475,0.16647407,-0.4198684,0.6382764,0.19919042,0.19615923,1.2577286,0.08716007,0.68909746
3.5149078,4.7087674,0.14168991,0.600888,0.16106887,0.59343415,0.8949041,0.0056,0.293615,0.1743782,0.10593947,0.8440125,0.15970191,0.15692121,0.026800338,0.08145121,1.221535
8.668569,4.6471705,0.2950057,0.71176314,0.1312972,0.4148772,1.1287024,0.0056,0.46973667,0.27855322,-2.2752237,0.9797327,0.13445622,0.12981701,0.060755886,-1.9573916,0.7837629
3.3194118,4.5337195,0.14436197,0.5569636,0.16302587,0.61368316,1.6118859,0.0056,0.2741298,0.11891672,-2.9135144,1.0936929,0.21951815,0.15102932,-1.7852843,-2.4253254,1.6548473
7.9877386,3.0633192,0.48436052,0.39946032,0.27266562,0.5003741,0.58970636,0.0056,0.6003177,0.40791953,-0.9038934,0.40966788,0.2762472,0.26926857,0.40792406,-0.16303496,0.732749
5.1435423,3.514051,0.30963293,0.40237752,0.13906315,0.4402647,0.9375312,0.0056,0.4315727,0.26874778,-1.8641816,0.8306584,0.13815582,0.13321374,0.65527475,-1.6020483,0.6258755
6.4747734,4.5992417,0.24207073,0.6478893,0.10202287,0.59147155,0.86051404,0.199,0.3033545,0.19674103,-1.9066982,0.4635151,0.10606141,0.09602656,-2.687155,-2.3096812,0.8848472
5.1906724,4.582278,0.20510341,0.61301243,0.22280249,0.45842412,0.1326992,0.0056,0.2691006,0.18365644,-1.9360492,0.2376863,0.21609221,0.21950999,-1.1091316,-1.293502,0.9540346
8.281227,4.425635,0.30685854,0.6536948,0.13718122,0.8961634,0.5387455,0.0056,0.3872158,0.25278106,-1.5935229,0.47842008,0.1346493,0.1334886,-1.2722375,-1.4031696,1.1571728
5.9258294,4.239712,0.2574138,0.5576168,0.35267687,1.1065779,0.29066023,0.0056,0.33507052,0.22645107,-1.2646756,0.37937632,0.34488449,0.3487181,-1.6439421,-1.5213741,1.1488498
4.328872,3.7933502,0.24267666,0.4320811,0.16426963,0.49146134,0.9474175,0.0056,0.3449828,0.20632388,-0.278525,0.86884975,0.16366035,0.15848783,1.56328,-0.060266748,0.838304
7.2936425,4.906561,0.23923285,0.7384859,0.09066586,0.6070134,0.924702,0.0056,0.31168926,0.19031055,-2.8047767,0.744847,0.09481337,0.09038546,2.8336713,-3.070113,1.2086604
4.433875,4.354479,0.1969298,0.54536915,0.18374987,1.1610258,0.25534815,0.0056,0.3304899,0.22431995,0.43149647,0.35905656,0.18337797,0.18561308,-1.8212082,-1.2539284,0.51878005
13.491558,2.394291,0.735482,0.44433305,0.22339593,0.01971819,0.65986,0.0056,1.0495543,0.66325814,2.0831802,0.33774343,0.40167958,0.3915011,-0.76835907,-0.30027503,0.21409708
6.0173445,4.468614,0.2396823,0.6081174,0.13398291,0.4571592,0.58589655,0.0056,0.42099017,0.27277032,-1.8929534,0.57352746,0.12753499,0.1272822,-0.8785007,-1.4024136,0.97353995
3.3960798,4.8339367,0.13121057,0.62694234,0.10142115,0.47365224,0.4162349,0.0099,0.24562822,0.16318388,-1.2945914,0.40857965,0.09561574,0.09547813,2.710402,-2.562318,0.36660537
6.682517,3.747392,0.3367337,0.4806977,0.12484129,0.43466994,0.33967176,0.0099,0.6280795,0.42354843,-1.9709876,0.16937502,0.11629613,0.11513198,1.533996,1.8590347,0.18852198
5.1431565,3.240946,0.34829816,0.35768202,0.31976742,0.13369495,0.96251786,0.0056,0.59771246,0.383976,0.030953934,0.77751565,0.3251821,0.3090813,1.6812792,0.44120494,0.81946653
3.840923,5.083123,0.13337135,0.69757605,0.104298,0.42524695,1.0758041,0.0056,0.30076504,0.1689309,2.4035983,0.99776083,0.10041385,0.09766878,1.4781687,2.0699482,1.4288902
5.829223,4.498617,0.23144305,0.6100776,0.5757603,0.756509,0.60247296,0.0056,0.44761357,0.2893367,-2.0610685,0.58080715,0.56456876,0.56269175,-0.23416957,-1.3209579,0.6347762
9.184055,4.0223937,0.37511432,0.5930474,0.22296174,0.5758522,0.87752914,0.0056,0.5906078,0.37700626,-1.0790898,0.66302955,0.23910743,0.23061703,0.564761,-0.58002925,0.726163
6.778841,4.797691,0.23442957,0.7004249,0.18488537,0.6529543,0.6432512,0.0056,0.2864918,0.18164735,-0.1217454,0.5964568,0.18684599,0.18492933,-0.979456,-0.65673155,1.4224377
8.169454,4.210308,0.32657185,0.60594445,0.36211982,0.7395662,0.062393844,0.0099,0.39978087,0.27092963,0.3377739,0.099071,0.35274515,0.3534459,-0.98924744,-0.7821618,0.46759608
5.6984987,4.8876696,0.19850239,0.69536567,0.16326293,0.8020442,1.1895609,0.0056,0.31904316,0.17553425,1.9780592,1.0626272,0.16073522,0.15338036,2.2227876,2.097291,2.0569808
5.6984987,4.8876696,0.19850239,0.69536567,0.1257532,0.65039265,1.1895609,0.0056,0.31904316,0.17553425,1.9780592,1.0626272,0.12778269,0.12193565,-0.9020771,1.8457443,0.7159105
3.4310322,3.9455347,0.18937229,0.4388609,0.2375902,0.58427805,0.5933343,0.0056,0.2338864,0.15315972,2.488867,0.5613454,0.23272857,0.2299873,-0.7153104,2.6040068,0.1985896
4.2314854,4.53707,0.17678234,0.5797924,0.20550609,0.3693416,0.3614311,0.0099,0.32417193,0.21905932,1.6415652,0.3479983,0.20365414,0.20329182,1.0902485,1.3583859,0.6880335
6.7095966,4.3032885,0.27557603,0.5897575,0.21915801,0.7060774,0.6177446,0.0056,0.3851354,0.25128007,-3.0325031,0.5433479,0.21582083,0.2129589,0.7698312,2.3212996,0.33351633
3.4861112,5.1808577,0.11838579,0.71328026,0.10130297,0.573809,0.15306543,0.0099,0.28110918,0.18824501,-2.0242734,0.20362769,0.094747856,0.09505119,1.4501059,2.2568684,0.092127375
7.9980063,4.5245137,0.28989968,0.6682709,0.094175,0.5765048,0.1851723,0.0056,0.4081351,0.27241138,1.8491367,0.24150605,0.08984519,0.09096286,1.3150595,1.5346775,0.5643061
9.396993,3.7620103,0.41452393,0.549108,0.22644413,0.8157668,0.13945183,0.0056,0.50826955,0.34165576,-2.106341,0.2653892,0.21715283,0.21961366,-1.9340557,-1.9907435,0.8030133
7.413232,4.619085,0.2660045,0.67505187,0.09563575,0.4913805,0.53614044,0.0056,0.5161455,0.33484894,-2.1119556,0.42910048,0.09141412,0.09043029,0.5615831,-1.3693848,0.20686188
6.556954,3.4676864,0.37041906,0.4287729,0.2673454,0.20672539,0.5057253,0.0099,0.6142563,0.41621655,2.5051525,0.33347332,0.25709963,0.25230256,-1.8178916,-2.553544,0.459736
5.3336215,5.0586724,0.17753036,0.7277263,0.14392613,0.60647416,0.60536516,0.0056,0.3295149,0.2105543,0.78830135,0.6018953,0.15380286,0.15369825,0.7097558,0.75670147,1.0063751
5.368858,4.4633603,0.21994421,0.5912728,0.15024342,0.3440165,0.40152913,0.0056,0.2896961,0.19233035,-2.3612711,0.45026028,0.08526241,0.08598099,0.55773526,-2.1852112,0.25606284
5.368858,4.4633603,0.21994421,0.5912728,0.09136144,0.3795094,0.40152913,0.0056,0.2896961,0.19233035,-2.3612711,0.45026028,0.08526241,0.08598099,0.55773526,-2.1852112,0.25606284
4.442943,4.819317,0.16585322,0.64888144,0.2096193,0.45153427,0.26211587,0.0056,0.40443143,0.26887634,-1.1718724,0.3647471,0.21261312,0.21454443,-1.915591,-1.5918676,0.77631396
3.9612617,5.2460995,0.12944256,0.7412675,0.13147621,0.64811224,0.43130776,0.0056,0.16562898,0.10970191,2.446315,0.31635305,0.1342378,0.13081573,-2.698148,-3.0632632,0.8045776
5.903569,3.6167114,0.32609528,0.43851924,0.53115296,0.7408595,0.05848753,0.0056,0.53488624,0.36755124,2.2457542,0.2805278,0.51051426,0.51660895,0.2124977,0.91346174,0.38926837
7.102123,2.4633465,0.5778855,0.29769045,0.4932848,0.24986087,1.1979692,0.0056,1.0113703,0.6432159,-1.0226157,0.64950967,0.52457786,0.46372053,-2.9544895,-1.4690858,0.6098493
3.8389714,3.6883628,0.23178503,0.40118808,0.53588945,0.34657064,0.21150586,0.0099,0.26632854,0.19203864,-0.5548203,0.24110572,0.52288383,0.525019,-0.14564322,-0.31196257,0.5794194
4.8548284,4.6588945,0.18905264,0.62202764,0.23822056,0.64710855,0.93666214,0.0056,0.27209747,0.15722966,-0.68817484,0.8852063,0.2391368,0.2345231,0.65403575,-0.28253892,1.0703224
7.310159,4.482446,0.2756249,0.6424317,0.15434553,0.4777297,0.9778458,0.0056,0.42134622,0.2554721,-0.45871386,0.87600935,0.15537989,0.1515113,0.8792675,-0.28527027,0.9279011
8.254592,3.3538418,0.44325927,0.45108286,0.1926583,0.81699234,0.4664491,0.0056,0.56401664,0.37849885,-2.1848621,0.45976254,0.17173167,0.17158759,1.7968441,2.273303,0.746549
6.8829117,3.6991816,0.34962595,0.4768558,0.18940769,0.6113604,0.44410065,0.0056,0.4440537,0.2989464,-1.4606826,0.46942186,0.18163776,0.18231486,-1.4461893,-1.4548033,0.7897934
6.85962,4.956959,0.22453229,0.7400137,0.15727448,1.142996,0.9062163,0.0099,0.4058492,0.26748377,0.9866601,0.19847907,0.070729494,0.06402727,2.8434525,2.4587145,0.50735074
5.7947273,5.0863957,0.18822733,0.7457081,0.12407747,0.4392226,0.26107094,0.0056,0.21336189,0.14414343,-2.3460677,0.04396623,0.118679434,0.12054414,-0.6654696,-0.8117106,0.2998996
4.779304,4.3296494,0.21105511,0.5485135,0.16023906,0.5918453,1.0221016,0.0099,0.46024588,0.28393242,0.5389698,0.8448507,0.18203531,0.17334512,-0.6881111,0.11764581,1.102695
4.822775,4.506867,0.19884229,0.5874985,0.26775876,1.0318043,0.22400147,0.0056,0.23086698,0.15827864,2.44119,0.2554242,0.25971606,0.26071218,-1.3606502,-1.6372613,0.573623
4.3876085,3.1589031,0.32534727,0.32666245,0.48272532,0.17899825,1.0772855,0.0099,0.60740733,0.39097217,-0.19724415,0.77666825,0.53410167,0.48331055,2.2350912,0.6065072,0.5066667
4.2345066,2.900362,0.35988575,0.28500775,0.22464263,0.4817337,0.755864,0.0056,0.45312896,0.30312377,-1.2487149,0.67778283,0.20279433,0.19734314,1.5251,0.39925444,0.26997915
4.5693693,3.9450088,0.23734382,0.46633375,0.23027457,1.0046961,0.18913607,0.0056,0.40341115,0.28060263,-2.6547146,0.24095082,0.21018252,0.21372782,-3.1321507,-3.0514908,1.3741387
3.979036,4.820597,0.15108253,0.6379434,0.073842146,0.5192414,0.93539363,0.0056,0.21491782,0.122151494,2.3082547,0.82109225,0.06961603,0.06606582,2.9451995,2.5146291,1.1699827
12.046827,3.019511,0.5939102,0.49132675,0.20419002,0.67524487,1.733974,0.0056,0.7871336,0.49217084,-2.498086,0.69277126,0.25515324,0.19565167,1.6494385,-3.0385919,0.5853306
7.4314785,4.7834883,0.25248897,0.71293736,0.21549928,1.24019,0.5922605,0.0056,0.5189652,0.33532098,3.0175035,0.55842847,0.24241935,0.24135526,-1.4831002,-2.0705397,0.98506045
3.7363358,5.074818,0.13059653,0.69299924,0.10579489,0.6422134,0.47546127,0.0056,0.16831094,0.10694794,3.0789063,0.50114316,0.10039935,0.10115757,-0.9309071,-2.3275328,0.38833794
4.833766,5.016135,0.16602309,0.7052379,0.20352797,0.61505014,0.22084972,0.0056,0.22460966,0.15267098,-1.8495487,0.1468213,0.20038539,0.2036262,0.7618559,0.66302276,0.752459
3.9193182,4.628873,0.16019821,0.5926132,0.12024007,0.57549596,0.3506076,0.0056,0.20670107,0.1391962,3.0211377,0.35781482,0.11297729,0.113139436,2.810879,2.894744,0.8915315
6.8035417,4.3296423,0.27579328,0.59754395,0.17014705,0.52678466,0.9086518,0.0099,0.36048433,0.22125308,-3.1034825,0.7986714,0.16980845,0.16464765,-0.789123,-2.582643,0.6027596
8.000408,3.4941728,0.4139006,0.46820346,0.28523847,0.58667403,1.7612176,0.0056,0.6284274,0.37158915,2.2511785,0.9428272,0.38323107,0.2839785,-0.5997631,1.2289124,0.27943167
3.919495,2.9409356,0.33533657,0.2831182,0.4213862,0.1898091,0.2036537,0.0056,0.37036845,0.27836043,2.939577,0.23223047,0.39705354,0.40840065,0.64438164,1.2027801,0.32825112
