bin,llimx,count
0,0,0
1,0.03,0
2,0.06,0
3,0.09,0
4,0.12,0
5,0.15,0
6,0.18,0
7,0.21,0
8,0.24,0
9,0.27,0
10,0.3,0
11,0.33,0
12,0.36,0
13,0.39,0
14,0.42,0
15,0.45,0
16,0.48,50
17,0.51,89
18,0.54,63
19,0.57,67
20,0.6,78
21,0.63,57
22,0.66,55
23,0.69,53
24,0.72,51
25,0.75,44
26,0.78,44
27,0.81,43
28,0.84,43
29,0.87,29
30,0.9,23
31,0.93,33
32,0.96,26
33,0.99,17
34,1.02,29
35,1.05,21
36,1.08,20
37,1.11,11
38,1.14,15
39,1.17,17
40,1.2,17
41,1.23,17
42,1.26,12
43,1.29,10
44,1.32,15
45,1.35,12
46,1.38,6
47,1.41,10
48,1.44,10
49,1.47,7
50,1.5,7
51,1.53,8
52,1.56,7
53,1.59,6
54,1.62,7
55,1.65,9
56,1.68,2
57,1.71,6
58,1.74,1
59,1.77,0
60,1.8,3
61,1.83,0
62,1.86,4
63,1.89,1
64,1.92,6
65,1.95,1
66,1.98,0
67,2.01,5
68,2.04,0
69,2.07,4
70,2.1,2
71,2.13,0
72,2.16,2
73,2.19,3
74,2.22,0
75,2.25,0
76,2.28,3
77,2.31,1
78,2.34,2
79,2.37,1
80,2.4,0
81,2.43,2
82,2.46,1
83,2.49,0
84,2.52,0
85,2.55,0
86,2.58,0
87,2.61,1
88,2.64,0
89,2.67,0
90,2.7,0
91,2.73,0
92,2.76,0
93,2.79,0
94,2.82,0
95,2.85,0
96,2.88,0
97,2.91,0
98,2.94,0
99,2.97,0
100,3,0
